ID,CLASS,IDX_B,IDX_O,TEXT
115_98.ann_T26,Claim,1272,1378,"The choluria, LDH, presence of panagglutinin and the peripheral blood smear ""smells"" like hemolytic anemia"
115_98.ann_T28,Claim,1380,1667,"Answer 1 cannot be because a marrow aplasia does not explain the choluria, the elevation of LDH, nor in the study of irregular antibodies is positive in the form of panagglutinin; an aplasia is a marrow failure characterized by a total or partial disappearance of hemopoietic progenitors"
115_98.ann_T30,Claim,1669,1770,"In addition, pancytopenia is not observed, which is what would incline us more towards this pathology"
115_98.ann_T31,Claim,1772,1873,"Answer 2 is not possible either, since a spherocytosis does not justify the presence of panagglutinin"
115_98.ann_T33,Claim,1875,2180,"Answer 3 is the one I consider correct: an autoimmune hemolytic anemia would justify the data given: elevated LDH and bilirubinemia due to red cell destruction, polychromatophilia, spherocytosis and anisocytosis because the marrow is working hard to try to compensate for the anemia, which is regenerative"
115_98.ann_T38,Claim,2182,2364,"The study of irregular antibodies and the presence of panagglutinin also supports this response, since the binding of an antibody to the hematocyte promotes its lysis and destruction"
115_98.ann_T39,Claim,2366,2440,"The girl presents cough and fever, consistent with a respiratory infection"
115_98.ann_T41,Claim,2442,2486,And the initial treatment is corticosteroids
115_98.ann_T43,Claim,2563,2944,"Answer 4 gives rise to considerable doubt; it is not possible because a pernicious anemia does not justify the presence of panagglutinin although it would justify the elevation of LDH and bilirubin; moreover, it is an intramedullary, arregenerative hemolysis, there is no reticulocytosis or release into the blood of immature forms in an attempt to compensate and fix the situation"
115_98.ann_T47,Claim,2946,3056,Answer 5 is not true because no blasts are seen in the blood nor does it explain the presence of panagglutinin
170_89.ann_T1,Premise,69,163,A 62-year-old patient who has had a pericardial bioprosthesis in mitral position for two years
170_89.ann_T3,Premise,165,216,He is admitted urgently for acute coronary syndrome
170_89.ann_T4,Premise,218,328,"Two days later and after a favorable evolution, he suddenly presented heart failure with acute pulmonary edema"
170_89.ann_T5,Claim,409,451,Acute post-infarction mitral insufficiency
170_89.ann_T6,Claim,456,481,Left ventricular aneurysm
170_89.ann_T7,Claim,486,517,Acute ventricular septal defect
170_89.ann_T8,Claim,522,557,Postinfarction atrial septal defect
170_89.ann_T9,Claim,562,629,Dysfunction of the bioprosthesis due to probable acute endocarditis
170_89.ann_T10,Claim,649,776,"The valve is biological and, in general, the veils are not sewn to the papillary muscles, so we don't care what happens to them"
170_89.ann_T11,Claim,778,855,"A ventricular aneurysm depresses LVEF, but does not suddenly put you into PAD"
170_89.ann_T12,Claim,857,1003,"In contrast, a VSD sharply increases flow to the pulmonary bed, causing pulmonary edema, and is also one of the most frequent complications of AMI"
170_89.ann_T13,Claim,1005,1017,Ischemic ASD
170_89.ann_T14,Claim,1021,1096,"I do not deny that it exists, but it does not even appear in the guidelines"
170_89.ann_T15,Claim,1098,1151,And endocarditis would not require so many saddlebags
112_154.ann_T1,Premise,57,253,"A 67-year-old patient with a history of menopause at 55 years of age, 3 pregnancies with 3 euthyroid deliveries, type 2 diabetes of 6 years of evolution, treatment with nifedipone for hypertension"
112_154.ann_T5,Premise,255,330,She consulted for intermittent scanty metrorrhagia of 2 months of evolution
112_154.ann_T6,Premise,332,513,"The gynecological examination showed external genitalia without lesions, an atrophic cervix, a normal uterus and appendages on palpation and a normal cytological study of the cervix"
112_154.ann_T7,Premise,515,588,The transvaginal ultrasound study shows a 7 mm hyperechogenic endometrium
112_154.ann_T9,Claim,691,715,Conization of the cervix
112_154.ann_T11,Claim,720,740,Endometrial cytology
112_154.ann_T12,Claim,745,780,Hysteroscopy and endometrial biopsy
112_154.ann_T13,Claim,785,825,Magnetic resonance imaging of the pelvis
112_154.ann_T14,Claim,830,920,Examination under anesthesia of the genital tract and biopsy of the cervix and endometrium
112_154.ann_T20,Claim,965,1107,"The study that gives us more information about endometrial pathology is hysteroscopy, which allows us to perform a directed endometrial biopsy"
112_154.ann_T21,Claim,940,963,The correct answer is 3
112_154.ann_T24,Claim,1109,1192,Endometrial cytology is performed blindly and has a large number of false negatives
112_154.ann_T26,Claim,1194,1238,MRI will help us to stage endometrial cancer
103_89.ann_T1,Premise,45,129,A 55-year-old patient diagnosed with hypertension 2 months ago at a company check-up
103_89.ann_T3,Premise,131,267,"Laboratory tests: glucose 129 mg/dL, cholesterol 202 mg/dL, LDLc 160 mg/dL, HDLc 38 mg/dL, triglycerides 171 mg/dL, creatinine 1.1 mg/dL"
103_89.ann_T4,Premise,285,372,"poor blood pressure control, malleolar edema and dyspnea that is occasionally nocturnal"
103_89.ann_T5,Premise,374,469,"Physical examination: BMI 38 kg/m2, abdominal perimeter 110 cm, BP 157/93, HR 70 bpm, HR 14 rpm"
103_89.ann_T6,Premise,471,525,Systolic murmur with reinforcement of the second sound
103_89.ann_T7,Premise,527,669,Peripheral pulses with discrete asymmetry in right pedius and right posterior tibial pulses that are weaker with respect to the left extremity
103_89.ann_T8,Premise,671,710,Chest X-ray and ECG without alterations
103_89.ann_T9,Claim,827,855,Transthoracic echocardiogram
103_89.ann_T11,Claim,860,893,Performance of fundus examination
103_89.ann_T13,Claim,898,931,Determination of microalbuminuria
103_89.ann_T15,Claim,936,956,Ankle-brachial index
103_89.ann_T17,Claim,961,1001,Determination of glycosylated hemoglobin
103_89.ann_T19,Claim,1021,1145,HbA1c would be useful in this patient for the diagnosis of diabetes but not for the target organ involvement of hypertension
181_59.ann_T1,Premise,45,126,A type 1 diabetic who comes to the emergency room for dyspnea and general malaise
181_59.ann_T2,Premise,128,230,"The blood test showed blood glucose 450 mg/dl, Na 142 mEq/l, K 4 mEq/l, pH 7.15, bicarbonate 12 mmol/l"
181_59.ann_T9,Claim,275,289,Fast IV saline
181_59.ann_T10,Claim,294,355,Serum glucose 5% iv when blood glucose is less than 250 mg/dl
181_59.ann_T11,Claim,360,382,Rapid human insulin iv
181_59.ann_T12,Claim,387,435,Potassium chloride 100 mEq / day diluted in sera
181_59.ann_T13,Claim,440,485,Sodium bicarbonate 1M 100 cc iv in 30 minutes
181_59.ann_T15,Claim,505,599,Easy question since the treatment of diabetic ketoacidosis is a very repeated topic in the MIR
181_59.ann_T16,Claim,601,635,Bicarbonate is indicated at pH < 7
171_226.ann_T1,Premise,69,171,"A 26-year-old male patient, competitive athlete, is studied because his brother has had a sudden death"
171_226.ann_T3,Premise,173,256,Complementary tests detect the existence of obstructive hypertrophic cardiomyopathy
171_226.ann_T4,Claim,309,362,Treatment with beta-blockers helps to reduce symptoms
171_226.ann_T6,Claim,367,421,Abandonment of competitive sport should be recommended
171_226.ann_T7,Claim,426,476,Digoxin is useful to reduce the subaortic gradient
171_226.ann_T8,Claim,481,532,Diuretics should be avoided or used with great care
171_226.ann_T9,Claim,537,656,"Given the hereditary nature of the pathology, a screening study should be performed in the rest of the direct relatives"
171_226.ann_T14,Premise,676,861,"Our myocardium is thicker than it should be, predominantly in the septum, and it is so thick that it obstructs the LV outflow, producing a ""functional"" stenosis with a pressure gradient"
171_226.ann_T16,Claim,863,1067,"Our objective will be, first of all, to ""relax"" the myocardium: for this purpose, a beta-blocker is recommended, whereas digoxin, as a good positive inotrope, increases the gradient and is contraindicated"
171_226.ann_T19,Claim,1069,1173,"Sport is not highly recommended, given the increased risk of sudden death associated with this pathology"
171_226.ann_T20,Claim,1175,1335,"And if we have a fat septum, which protrudes into the LV cavity, it is not advisable to perform volume depletion, since we would also be increasing the gradient"
171_226.ann_T23,Claim,1337,1475,"Regarding number 5, it is true: it is convenient to perform a careful exploration and an ECG in the relatives of patients with hypertrophy"
176_57.ann_T1,Premise,42,129,A 56-year-old woman with a history of well-controlled schizophrenia and no toxic habits
176_57.ann_T2,Premise,131,265,Admitted for middle lobe pneumonia with a small associated metaneumonic pleural effusion and on treatment with levofloxacin 500 mg/24h
176_57.ann_T3,Premise,268,388,She presented good clinical evolution except for persistent febrile fever and leukocytosis on the sixth day of treatment
176_57.ann_T4,Premise,390,431,Microbiological studies are not available
176_57.ann_T8,Claim,478,558,"The evolution is normal, treatment should be maintained until completing 10 days"
176_57.ann_T9,Claim,563,645,It is considered a therapeutic failure and antibiotic treatment should be modified
176_57.ann_T10,Claim,650,691,Perform thoracentesis to rule out empyema
176_57.ann_T11,Claim,696,766,Add corticosteroids at a dose of 0.5 mg/Kg/day to antibiotic treatment
176_57.ann_T12,Claim,771,834,"Bronchoscopy with biopsy, aspiration and bronchoalveolar lavage"
176_57.ann_T18,Claim,854,1025,"As long as fever persists in an evolving pneumonia, there is a risk of empyematization, especially if a small effusion has already occurred at the beginning of the picture"
176_57.ann_T22,Claim,1027,1172,"In principle, antibiotic treatment is correct and before considering changes in treatment, the possibility of empyematization should be evaluated"
167_85.ann_T1,Premise,69,311,If in a patient with chronic heart failure we detect prominent v waves in the jugular venous pulse and on cardiac auscultation a holosystolic murmur is auscultated in the area of the xiphoid appendage that is accentuated with deep inspiration
167_85.ann_T2,Claim,384,404,Mitral insufficiency
167_85.ann_T3,Claim,409,432,Pulmonary insufficiency
167_85.ann_T4,Claim,437,460,Tricuspid insufficiency
167_85.ann_T5,Claim,465,485,Aortic insufficiency
167_85.ann_T6,Claim,490,505,Aortic stenosis
167_85.ann_T8,Claim,542,692,"However, emergency reasoning: systolic murmur, something that in systole had to be closed and is not, or had to open, and does not: options 1, 3 and 5"
167_85.ann_T9,Claim,694,775,"And if we see repercussion in the jugular pulse, it must be in the right cavities"
167_85.ann_T10,Claim,777,952,"Apart from the fact that the v wave appears during systole, while the atria are filling: if the RV flow rises to the RA, what will happen is that the v wave will be very large"
121_114.ann_T1,Premise,44,61,47-year-old woman
121_114.ann_T2,Premise,63,135,"Native of Cochabamba (Bolivia), she has been living in Spain for 8 years"
121_114.ann_T3,Premise,137,241,"In mid 2009 she began to experience palpitations, dyspnea and progressive edema in the lower extremities"
121_114.ann_T4,Premise,243,329,She was diagnosed with heart failure secondary to cardiomyopathy due to Chagas disease
121_114.ann_T8,Claim,425,442,Toxoplasma gondii
121_114.ann_T9,Claim,447,465,Trypanosoma brucei
121_114.ann_T10,Claim,470,489,Lehismania donovani
121_114.ann_T11,Claim,494,509,Giardia lamblia
121_114.ann_T12,Claim,514,531,Trypanosoma cruzi
121_114.ann_T13,Claim,551,586,The correct answer is the fifth one
121_114.ann_T14,Claim,588,636,The cause of Chagas disease is Trypanosoma cruzi
166_82.ann_T1,Premise,69,161,A 45-year-old woman presents arterial hypertension (190/120 mmHg) accompanied by K 2.5 mEq/l
166_82.ann_T2,Premise,163,224,An abdominal ultrasound shows stenosis of both renal arteries
166_82.ann_T9,Claim,274,283,Enalapril
166_82.ann_T10,Claim,288,298,Propanolol
166_82.ann_T11,Claim,303,312,Amiloride
166_82.ann_T12,Claim,317,325,Prazosin
166_82.ann_T13,Claim,330,340,Amlodipine
166_82.ann_T14,Claim,360,437,"If the renal arteries are stenosed, blood has difficulty reaching the kidneys"
166_82.ann_T17,Claim,439,580,"That is, both are poorly perfused and can only create the pressure gradient necessary for filtration by contraction of the efferent arteriole"
166_82.ann_T18,Claim,582,703,"If we administer an ACEI, we will provoke the relaxation of this arteriole and the fall of the glomerular filtration rate"
166_82.ann_T19,Claim,705,790,"And if neither kidney filters, because both have arterial stenosis, we have a problem"
110_152.ann_T1,Premise,57,119,"Patient 76 years old, parity 3-0-3-1, with menopause at age 52"
110_152.ann_T2,Premise,121,367,She reports that for at least 4-5 years she has had vulvar pruritus of variable intensity which has been treated sometimes with self-medication and other times on the advice of her general practitioner with topical preparations (creams and washes
110_152.ann_T3,Premise,370,617,"The pruritus has evolved intermittently, but for the last 3-4 months she has also noticed a small lump on the left labium majus of the vulva, which has been leaking serohaematically on rubbing for a few days; she therefore consulted a gynecologist"
110_152.ann_T4,Premise,619,699,"On questioning, she reports occasional dysuria and her general condition is good"
110_152.ann_T5,Claim,755,769,Genital herpes
110_152.ann_T7,Claim,774,802,Paget's disease of the vulva
110_152.ann_T9,Claim,807,824,Urethral caruncle
110_152.ann_T11,Claim,829,859,Chronic granuloma of the vulva
110_152.ann_T13,Claim,864,894,Vulvar squamous cell carcinoma
110_152.ann_T15,Claim,914,937,The correct answer is 5
110_152.ann_T16,Claim,939,1127,"Vulvar carcinoma is characterized by chronic vulvar itching resistant to multiple treatments, appearance of lumpiness or ulceration, dysuria and urinary urgency, and late pain and bleeding"
175_53.ann_T1,Premise,43,123,"71-year-old male, retired waiter, non-smoker, who consults for nocturnal snoring"
175_53.ann_T2,Premise,125,312,"The patient has a body mass index of 31.5 kg/m2 and reports mild postprandial daytime sleepiness (Epworth Sleepiness Scale of 3) with no other relevant symptoms, signs or clinical history"
175_53.ann_T3,Premise,314,377,The apnea-hypopnea index obtained in the polysomnography was 18
175_53.ann_T5,Claim,462,509,Hygienic-dietary measures and evolution control
175_53.ann_T8,Claim,514,539,Uvulopalatopharyngoplasty
175_53.ann_T9,Claim,544,592,Nasal CPAP (Continuous Positive Airway Pressure)
175_53.ann_T11,Claim,597,632,Non-invasive mechanical ventilation
175_53.ann_T14,Claim,637,661,Nocturnal oxygen therapy
175_53.ann_T16,Claim,681,967,"With an Apneas-Hypopnea Index of less than 30, and in the absence of striking symptoms of OSAHS and in the absence of risk professions such as professional drivers, etc., the correct thing to do is to control weight and the rest of the hygienic-dietary measures, with periodic follow-up"
113_93.ann_T1,Premise,42,91,A 35-year-old healthy woman consults for asthenia
113_93.ann_T2,Claim,549,566,Thalassemic trait
113_93.ann_T4,Claim,571,631,"Central anemia, arregenerative, due to folic acid deficiency"
113_93.ann_T6,Claim,636,678,"Peripheral, regenerative, hemolytic anemia"
113_93.ann_T8,Claim,683,746,"Peripheral anemia, regenerative, due to acute active hemorrhage"
113_93.ann_T13,Claim,751,805,"Central anemia, arregenerative, due to iron deficiency"
113_93.ann_T28,Premise,235,285,elevated red cell distribution amplitude (ADE 20%)
113_93.ann_T29,Premise,93,226,"The CBC shows microcytic and hypochromic anemia (hemoglobin 7 g/dL, mean corpuscular volume 68 fl, mean corpuscular hemoglobin 24 pg)"
113_93.ann_T31,Premise,287,437,"decreased reticulocytes (0.3%, 30000/l absolute), decreased hemoglobin content in reticulocytes (17 pg) and discrete thrombocytosis (500000 platelets)"
113_93.ann_T32,Claim,825,1090,"With the data we are given, the first thing that comes to mind is that it is an arregenerative anemia, since the bone marrow has not responded with an exaltation of erythropoiesis; in this way we have already eliminated the options that speak of regenerative anemia"
113_93.ann_T33,Claim,1092,1390,"The next thing that orients us towards the cause is that it is microcytic and hypochromic, which is characteristic of iron deficiency anemia, since folic deficiency gives rise to megaloblastic anemia and active hemorrhage does not give microcytosis or hypochromia, but normocytosis and normochromia"
113_93.ann_T34,Claim,1392,1687,"We are almost inclined to answer 5, central arregenerative anemia due to iron deficiency...but there remains answer 1, ""thalassemic trait"", which makes us uncomfortable and makes us doubt if we are not going for the apparently easy thing...until we remember that in thalassemia the ADE is normal"
113_93.ann_T35,Claim,1689,1781,"Definitely, this girl of childbearing age has iron deficiency anemia, something quite common"
188_230.ann_T1,Premise,45,186,"A 57-year-old patient had an acute myocardial infarction and has a blood test with cholesterol 312 mg/dl, LDL 241 mg/dl, HDL 29 and normal TG"
188_230.ann_T4,Premise,188,289,"He smoked 30 cig/day, was not obese, his blood pressure was 145/90 mm Hg and he did not have diabetes"
188_230.ann_T6,Premise,291,404,"When asked about family history, he mentioned that an uncle on his mother's side died suddenly at 53 years of age"
188_230.ann_T7,Claim,450,564,"Treat with statins until cholesterol is normalized and recommend healthy lifestyle (diet, exercise and no smoking)"
188_230.ann_T9,Claim,569,698,"Rule out hypothyroidism or other systemic disease, recommend a healthy lifestyle and treat with fibrates to normalize cholesterol"
188_230.ann_T12,Claim,703,826,It is not necessary to rule out secondary dyslipidemia because it is infrequent. A family lipid profile should be performed
188_230.ann_T18,Claim,831,969,"Rule out secondary dyslipidemia, treat with resins (resincholestyramine) and fibrates and re-commend a healthy lifestyle. Prohibit alcohol"
188_230.ann_T21,Claim,974,1116,"Rule out secondary dyslipidemia, request a family study and treat with statins to maintain a good lipid profile. Control of other risk factors"
188_230.ann_T22,Claim,1230,1310,The treatment for hypercholesterolemia is statins so we rule out answers 2 and 4
188_230.ann_T27,Claim,1312,1473,The statin in a patient with cardiovascular disease (such as an AMI) is a lifelong treatment (we discard 1) since it is not taken until LDL levels are normalized
188_230.ann_T28,Claim,1475,1569,"Between 3 and 5, 5 is more complete as it includes treatment and control of other risk factors"
188_230.ann_T31,Claim,1571,1687,Ruling out secondary dyslipidemia is easy with the patient's clinical history and a blood test with thyroid function
195_163.ann_T1,Premise,42,234,"A 15-month-old boy, who during dinner, after eating a bite of tortilla, suddenly presented with facial reddening predominantly perioral, habonous lesions on the trunk and extremities and cough"
195_163.ann_T2,Premise,236,501,"On arrival at the center, the patient was conscious and, in addition to what was described above, the following were observed: suprasternal twitching, abundant watery rhinorrhea, bilateral hypoventilation without wheezing and capillary refill of less than 2 seconds"
195_163.ann_T3,Claim,564,606,The priority is to cannulate a venous line
195_163.ann_T4,Claim,611,670,Intramuscular methylprednisolone is the treatment of choice
195_163.ann_T6,Claim,675,797,"It is a picture of urticaria associated with asthma, and should be treated with antihistamines and inhaled bronchodilators"
195_163.ann_T9,Claim,802,874,Parents should be advised to transfer to a hospital emergency department
195_163.ann_T11,Claim,879,948,Intramuscular adrenaline should be administered without further delay
195_163.ann_T12,Claim,968,1032,"She is describing egg anaphylaxis, a potentially fatal condition"
195_163.ann_T14,Claim,1034,1133,"The treatment of choice is intramuscular adrenaline, and effectively, without wasting too much time"
195_163.ann_T15,Claim,1135,1182,The first thing is INTRAMUSCULAR adrenaline NOW
195_163.ann_T16,Claim,1184,1255,"The venous route, corticosteroids, antihistamines, etc. will come later"
129_81.ann_T1,Premise,58,180,A 78-year-old male consults for a year-long history of progressive cognitive impairment with memory and orientation lapses
129_81.ann_T2,Premise,182,277,"His family reports recurrent visual hallucinations, occasional falls and striking motor slowing"
129_81.ann_T3,Claim,317,348,Multi-infarct vascular dementia
129_81.ann_T5,Claim,353,378,Alzheimer's type dementia
129_81.ann_T7,Claim,383,416,Dementia with diffuse Lewy bodies
129_81.ann_T9,Claim,421,444,Frontotemporal dementia
129_81.ann_T11,Claim,449,478,Normal pressure hydrocephalus
129_81.ann_T14,Claim,498,668,"Dementia with visual hallucinations at the beginning of the course (in the first 2 years) is very suggestive of Lewy bodies, and is the guiding symptom in these questions"
129_81.ann_T15,Claim,670,772,"If we add to this the falls and motor slowing suggestive of parkinsonism, it makes the question easier"
129_81.ann_T16,Claim,774,804,"Therefore, number 3 is correct"
139_166.ann_T1,Premise,77,149,A 64-year-old smoker and heavy drinker with no other history of interest
139_166.ann_T2,Premise,151,234,The picture he explains is odynodysphagia of 3 months of evolution and left otalgia
139_166.ann_T4,Premise,236,296,He provides a dentist's report that rules out a dental cause
139_166.ann_T5,Premise,298,452,He also refers to having been visited by different specialists and provides a head and neck CAT scan (without iodine contrast) which is reported as normal
139_166.ann_T7,Premise,454,707,On examination there was a decrease in the propulsive capacity of the tongue; palpation of the base of the left tongue showed an induration of stony consistency of approximately 3cm and with indirect laryngoscopy no ulceration of the mucosa was observed
139_166.ann_T8,Premise,709,759,Cervical palpation is negative for lymphadenopathy
139_166.ann_T9,Claim,821,863,Dental cause / reevaluation by the dentist
139_166.ann_T10,Claim,868,915,Abscess of the base of the tongue / debridement
139_166.ann_T14,Claim,920,964,Ankyloglossia / surgical release of the same
139_166.ann_T15,Claim,969,1028,Malignant process of oropharynx / repeat CT scan and biopsy
139_166.ann_T19,Claim,1033,1084,Nonspecific inflammation / corticosteroid treatment
139_166.ann_T22,Premise,1104,1228,"We are presented with a patient with risk factors for oropharyngeal cancer, but in whom the examination and tests are normal"
139_166.ann_T23,Claim,1379,1457,"He already tells you that the dentist ""didn't see anything"", so he rules out 1"
139_166.ann_T24,Claim,1459,1576,"It is not an abscess of the base of the tongue either, because in three months it would have killed him: neither is 2"
139_166.ann_T27,Claim,1578,1661,"So we are left with ankyloglossia, tongue base cancer and non-specific inflammation"
139_166.ann_T30,Claim,1663,1768,"When there is doubt that it could be cancer, we should not fool around and order a new CT scan and biopsy"
139_166.ann_T32,Claim,1770,1889,Tongue base cancers are very treacherous and it is one of the fears of any otolaryngologist when he suspects a neoplasm
139_166.ann_T34,Claim,2055,2118,The correct answer is 4 and I do not think it can be challenged
139_166.ann_T35,Claim,1891,2053,It is not uncommon for them to arise without exophytic masses or ulcerations of the tongue mucosa and they are difficult to detect on CT when contrast is not used
101_86.ann_T1,Premise,45,122,A 55-year-old woman consults for fatigue and polyuria of two years' evolution
101_86.ann_T2,Premise,124,212,"Laboratory tests reveal hypercalcemia, increased PTH and increased bone turnover markers"
101_86.ann_T3,Premise,214,284,The radiographic study shows subperiosteal resorption and osteoporosis
101_86.ann_T4,Premise,286,339,Sestamibi scintigraphy revealed a parathyroid adenoma
101_86.ann_T5,Premise,341,404,Parathyroidectomy was performed with minimally invasive surgery
101_86.ann_T6,Premise,406,498,"Postoperatively, the patient developed severe hypocalcemia and tetany, with PTH below 5 ng/l"
101_86.ann_T7,Premise,500,613,The patient responds well to initial treatment with intravenous calcium and later with oral calcium and vitamin D
101_86.ann_T8,Claim,653,690,Permanent surgical hypoparathyroidism
101_86.ann_T9,Claim,695,724,Transfusion of citrated blood
101_86.ann_T10,Claim,729,752,Vitamin D insufficiency
101_86.ann_T11,Claim,757,777,Hungry bone syndrome
101_86.ann_T12,Claim,782,794,Osteomalacia
101_86.ann_T13,Claim,953,1073,Permanent post-surgical hypoparathyroidism after parathyroidectomy of an adenoma with minimally invasive surgery is rare
101_86.ann_T19,Claim,1205,1404,"The pathophysiology of the hungry bone syndrome (HBS) is related to an imbalance between bone formation and bone resorption, which is associated with hypocalcemia, hypophosphatemia and hypomagnesemia"
101_86.ann_T20,Claim,1410,1654,"This syndrome can be observed after surgery in patients with primary hyperparathyroidism (HPT), as well as in tertiary HPT of chronic renal failure, and to a lesser extent after treatment of processes with excess of circulating thyroid hormones"
101_86.ann_T23,Claim,1660,1841,"In PTH, there is an excess of parathyroid hormone (PTH) which stimulates osteoclastic activity causing demineralization of the bone matrix and releasing calcium into the bloodstream"
101_86.ann_T27,Claim,1843,2072,"After parathyroidectomy, serum PTH levels drop dramatically, thus, PTH-induced bone resorption ceases, while osteoblastic activity continues resulting in increased bone uptake of calcium, phosphate and magnesium, thus SHH appears"
104_91.ann_T1,Premise,45,139,A 34-year-old man referred to the clinic for persistent LDL cholesterol levels above 250 mg/dL
104_91.ann_T2,Premise,141,250,"The patient is asymptomatic but on examination there are whitish indurated spots on elbows, knees and eyelids"
104_91.ann_T3,Premise,256,273,BP is 135/85 mmHg
104_91.ann_T4,Premise,275,338,Her father died of myocardial infarction at the age of 48 years
104_91.ann_T5,Premise,340,512,"The fasting blood test shows a total cholesterol of 346 mg/dl, LDL cholesterol of 278 mg/dl, HDL cholesterol of 42 mg/dl, triglycerides of 130 mg/dl and glucose of 93 mg/dl"
104_91.ann_T10,Claim,635,802,"It is an autosomal codominant hereditary disease, with a high penetrance, so it is frequent that some of the parents and siblings of the individual also suffer from it"
104_91.ann_T11,Claim,807,930,The genetic disorder affects the gene encoding the LDL cholesterol receptor and more than 900 mutations have been described
104_91.ann_T13,Claim,935,1116,"The genetic disorder also affects the synthesis of triglycerides, causing in the advanced stages of the disease, an increase in triglycerides, which is usually higher than 500 mg/dl"
104_91.ann_T14,Claim,1121,1307,"Untreated males have a near 50% chance of a coronary event before age 60, and women with the disease have a higher prevalence of ischemic heart disease than the general female population"
104_91.ann_T16,Claim,1312,1509,"Statins are effective in the treatment of the heterozygous form of the disease, but often need to be combined with cholesterol absorption inhibitors to achieve therapeutic goals and disease control"
104_91.ann_T18,Claim,1529,1581,This is a heterozygous familial hypercholesterolemia
186_67.ann_T1,Premise,45,164,A 56-year-old female patient consulted for dorso-lumbar spine pain and progressive difficulty in performing usual tasks
186_67.ann_T2,Premise,166,269,"In the last 5 years she gained weight, she has ecchymosis easily and arterial hypertension was detected"
186_67.ann_T3,Premise,271,446,"Physical examination: Obesity of central predominance, rounded facies, increased supraclavicular fat, decreased proximal muscle strength and some reddish striae in the abdomen"
186_67.ann_T4,Premise,448,554,She has a blood glucose of 136 mg/dL and the radiological study showed osteoporosis and vertebral crushing
186_67.ann_T7,Claim,627,763,"Postmenopausal osteoporosis, type 2 diabetes mellitus and essential hypertension, with decreased strength due to diabetic polyneuropathy"
186_67.ann_T11,Claim,768,877,It is necessary to rule out Cushing's disease by dexamethasone suppression test and perform a cranial CT scan
186_67.ann_T15,Claim,882,1034,"Suggest Cushing's. Determine urinary free cortisol and basal ACTH, which serves to orient its etiology and select the most appropriate imaging technique"
186_67.ann_T19,Claim,1039,1174,"It looks like Cushing's. If basal ACTH is high, it may be due to corticosteroid use or an adrenal tumor, and an MRI should be performed"
186_67.ann_T26,Claim,1179,1313,"Probably has Cushing's. If the basal ACTH is low, he probably has a pituitary micro-adenoma, and a cranial CT scan should be performed"
186_67.ann_T27,Claim,1333,1438,This question is a bit convoluted for the diagnosis of Cushing's syndrome but easy if the steps are clear
186_67.ann_T30,Claim,1440,1518,We all agree that the patient seems to have Cushing's syndrome (we rule out 1)
186_67.ann_T35,Claim,1520,1654,"For the diagnosis we have to measure urinary free cortisol, do a dexamethasone suppression test or measure nocturnal salivary cortisol"
186_67.ann_T37,Claim,1656,1717,"If hypercortisolism is confirmed, the origin should be sought"
186_67.ann_T39,Claim,1719,1920,the ACTH measurement indicates the origin: suppressed in hypercortisolism of adrenal origin or prolonged use of corticoids and elevated or normal if the origin is pituitary or by ectopic ACTH secretion
186_67.ann_T40,Claim,1922,1952,"(Therefore, 4 and 5 are false)"
186_67.ann_T42,Claim,1954,2035,"If ACTH is low, a CT scan of the abdomen should be performed to locate the origin"
186_67.ann_T44,Claim,2037,2221,"If ACTH is normal or high, a pituitary MRI should be performed (pituitary adenomas responsible for Cushing's syndrome are very small and CT of the pituitary is less sensitive than MRI)"
186_67.ann_T49,Claim,2223,2439,"It is very important to perform the order well to arrive at a proper diagnosis: 1st: confirm hypercortisolism or s. Cushing's syndrome, 2nd: measure ACTH to orient etiology. 3rd: imaging test according to ACTH levels"
186_67.ann_T54,Claim,2441,2617,"Therefore, answer 2 is false (abdominal CT is not a test to rule out s. Cushing's); an imaging test should only be done once a clear diagnosis of hypercortisolism has been made"
186_67.ann_T56,Claim,2619,2647,"Therefore, the true one is 3"
148_158.ann_T1,Premise,42,158,A 23-year-old woman comes to the emergency department because she is very nervous after an argument with her partner
148_158.ann_T3,Premise,160,277,"Her medical history shows several similar complaints in the previous year, two of them after a self-injurious gesture"
148_158.ann_T4,Premise,279,375,"Frequent conflicts in the couple's relationship, job changes and family arguments are also noted"
148_158.ann_T5,Premise,377,464,"She says she feels misunderstood by everyone, including the psychiatrists attending her"
148_158.ann_T6,Claim,487,518,Borderline personality disorder
148_158.ann_T7,Claim,523,554,Histrionic personality disorder
148_158.ann_T8,Claim,559,568,Dysthymia
148_158.ann_T9,Claim,573,594,Dissociative disorder
148_158.ann_T10,Claim,599,625,Depersonalization disorder
148_158.ann_T16,Premise,645,689,The woman is 23 years old and is pissed off.
148_158.ann_T17,Claim,690,813,She needs support and a lot of emotional education to curb her impulsivity... she feels misunderstood... maybe she is right
148_158.ann_T18,Claim,817,893,The issue is that she cannot stand rejection and has self-injurious gestures
148_158.ann_T19,Claim,895,913,The diagnosis is 1
148_158.ann_T20,Claim,915,1000,"3, 4 and 5 are not even close, there is no clinical picture described in the question"
148_158.ann_T22,Claim,1002,1173,"Then in real life exploring well almost certainly there would be dissociative and depersonalization symptoms, as well as depressive symptoms... but symptom is not disorder"
148_158.ann_T24,Claim,1175,1275,Why not 2? It could also be very punctilious and spinning very fine... here the discussion is served
